filename,class
1a1319ef78624dc20d4a43cadde1da01_95_874.tif,Anormal
458d0586e1dc5d723b54924fa1a75ab1_790_555.tif,Anormal
5e5f9e511001c3ead65b7dc51897a1ba_281_756.tif,Anormal
4e36cfad62c065237107d1a0fe1abd9b_394_731.tif,Anormal
62b10ef656ce919574d9479871af5aee_297_155.tif,Anormal
4e36cfad62c065237107d1a0fe1abd9b_458_891.tif,Anormal
f1662645f23a20ea9806ca8c6d655fba_595_529.tif,Anormal
c9b3f954a9d1e35591818b6c493facb9_825_174.tif,Anormal
f1662645f23a20ea9806ca8c6d655fba_554_1063.tif,Anormal
4e36cfad62c065237107d1a0fe1abd9b_443_1181.tif,Anormal
6bb20c67c4013e8805d0f64315b9bcb1_610_593.tif,Anormal
83685961615806fbb89a8788aa117f05_760_729.tif,Anormal
19bdf3c429c892641865a1bd2b143fea_305_525.tif,Anormal
83685961615806fbb89a8788aa117f05_385_1150.tif,Anormal
de81ced6d8b99536da382f09b4290d70_749_272.tif,Anormal
5e0c3876e86a354de6847e17b71133a4_467_476.tif,Anormal
c02c490c04b16068d3d7b0fad37c12e6_742_666.tif,Anormal
c02c490c04b16068d3d7b0fad37c12e6_497_836.tif,Anormal
1a1319ef78624dc20d4a43cadde1da01_589_1039.tif,Anormal
f29860b096765cfacea56a44c4fd805d_182_1052.tif,Anormal
1a1319ef78624dc20d4a43cadde1da01_209_623.tif,Anormal
6bb20c67c4013e8805d0f64315b9bcb1_740_667.tif,Anormal
ce433f891aafce35a31e058364a98194_745_864.tif,Anormal
ec342d2fc5da33cd79e9c1e3c507778e_923_1208.tif,Anormal
5e5f9e511001c3ead65b7dc51897a1ba_561_908.tif,Anormal
c02c490c04b16068d3d7b0fad37c12e6_770_452.tif,Anormal
1208a64963167c6b7d56a072f8b8ee1a_439_359.tif,Anormal
de81ced6d8b99536da382f09b4290d70_616_103.tif,Anormal
19bdf3c429c892641865a1bd2b143fea_240_384.tif,Anormal
299abd9ed2593fa2a0bcd9ba0c73a576_655_1024.tif,Anormal
6bb20c67c4013e8805d0f64315b9bcb1_599_682.tif,Anormal
dbf4ff8985d6e352b46cd8f42add72e8_573_524.tif,Anormal
19bdf3c429c892641865a1bd2b143fea_634_795.tif,Anormal
dbf4ff8985d6e352b46cd8f42add72e8_601_699.tif,Anormal
4e36cfad62c065237107d1a0fe1abd9b_557_254.tif,Anormal
f29860b096765cfacea56a44c4fd805d_452_1040.tif,Anormal
408929e7f250196167bf4418c08fd999_582_978.tif,Anormal
ba9d94a8fdbaba01220db89cde170b24_145_940.tif,Anormal
19bdf3c429c892641865a1bd2b143fea_725_308.tif,Anormal
1208a64963167c6b7d56a072f8b8ee1a_395_278.tif,Anormal
458d0586e1dc5d723b54924fa1a75ab1_620_858.tif,Anormal
c02c490c04b16068d3d7b0fad37c12e6_230_251.tif,Anormal
ce433f891aafce35a31e058364a98194_84_733.tif,Anormal
dbf4ff8985d6e352b46cd8f42add72e8_776_783.tif,Anormal
1a1319ef78624dc20d4a43cadde1da01_102_739.tif,Anormal
18f547031e43fa4fa11c2ceb03d1aaaa_355_648.tif,Anormal
4fb1ebbd1adb2da024ffe2394c1712c9_333_369.tif,Anormal
4e36cfad62c065237107d1a0fe1abd9b_475_981.tif,Anormal
1a1319ef78624dc20d4a43cadde1da01_425_447.tif,Anormal
6bb20c67c4013e8805d0f64315b9bcb1_841_193.tif,Anormal
62b10ef656ce919574d9479871af5aee_203_290.tif,Anormal
408929e7f250196167bf4418c08fd999_896_1104.tif,Anormal
408929e7f250196167bf4418c08fd999_794_822.tif,Anormal
19bdf3c429c892641865a1bd2b143fea_411_561.tif,Anormal
dbf4ff8985d6e352b46cd8f42add72e8_471_939.tif,Anormal
f1662645f23a20ea9806ca8c6d655fba_342_668.tif,Anormal
05481195119c8cfb884bf1462b53b004_585_1195.tif,Anormal
ba9d94a8fdbaba01220db89cde170b24_373_650.tif,Anormal
1208a64963167c6b7d56a072f8b8ee1a_341_228.tif,Anormal
5e0c3876e86a354de6847e17b71133a4_610_638.tif,Anormal
c02c490c04b16068d3d7b0fad37c12e6_577_269.tif,Anormal
299abd9ed2593fa2a0bcd9ba0c73a576_577_368.tif,Anormal
5e5f9e511001c3ead65b7dc51897a1ba_575_876.tif,Anormal
eb47620da7f5e3594085fb3279b1904a_653_786.tif,Anormal
19bdf3c429c892641865a1bd2b143fea_487_416.tif,Anormal
458d0586e1dc5d723b54924fa1a75ab1_493_926.tif,Anormal
1208a64963167c6b7d56a072f8b8ee1a_509_592.tif,Anormal
ce433f891aafce35a31e058364a98194_788_837.tif,Anormal
f1662645f23a20ea9806ca8c6d655fba_303_673.tif,Anormal
3831ee45ac7b7283b9becaa7116d8f33_176_648.tif,Anormal
5e0c3876e86a354de6847e17b71133a4_616_1217.tif,Anormal
05481195119c8cfb884bf1462b53b004_758_387.tif,Anormal
18f547031e43fa4fa11c2ceb03d1aaaa_312_600.tif,Anormal
1a1319ef78624dc20d4a43cadde1da01_305_670.tif,Anormal
02c7fb946ad5c5e5f9c1e1178c21fc92_45_855.tif,Anormal
c02c490c04b16068d3d7b0fad37c12e6_414_780.tif,Anormal
dbf4ff8985d6e352b46cd8f42add72e8_668_979.tif,Anormal
5e0c3876e86a354de6847e17b71133a4_410_531.tif,Anormal
5e5f9e511001c3ead65b7dc51897a1ba_394_855.tif,Anormal
1a1319ef78624dc20d4a43cadde1da01_368_352.tif,Anormal
19bdf3c429c892641865a1bd2b143fea_466_750.tif,Anormal
408929e7f250196167bf4418c08fd999_439_954.tif,Anormal
4e36cfad62c065237107d1a0fe1abd9b_355_1121.tif,Anormal
1208a64963167c6b7d56a072f8b8ee1a_274_573.tif,Anormal
05481195119c8cfb884bf1462b53b004_738_255.tif,Anormal
dbf4ff8985d6e352b46cd8f42add72e8_421_890.tif,Anormal
19bdf3c429c892641865a1bd2b143fea_514_479.tif,Anormal
4e36cfad62c065237107d1a0fe1abd9b_398_932.tif,Anormal
610487e58f3868cabe7aac6b0d327a39_749_790.tif,Anormal
05481195119c8cfb884bf1462b53b004_815_477.tif,Anormal
c02c490c04b16068d3d7b0fad37c12e6_60_372.tif,Anormal
f29860b096765cfacea56a44c4fd805d_557_654.tif,Anormal
c02c490c04b16068d3d7b0fad37c12e6_151_429.tif,Anormal
3831ee45ac7b7283b9becaa7116d8f33_416_1002.tif,Anormal
dbf4ff8985d6e352b46cd8f42add72e8_501_268.tif,Anormal
83685961615806fbb89a8788aa117f05_443_857.tif,Anormal
83685961615806fbb89a8788aa117f05_869_998.tif,Anormal
458d0586e1dc5d723b54924fa1a75ab1_300_1199.tif,Anormal
3831ee45ac7b7283b9becaa7116d8f33_453_786.tif,Anormal
19bdf3c429c892641865a1bd2b143fea_293_551.tif,Anormal
458d0586e1dc5d723b54924fa1a75ab1_721_633.tif,Anormal
19bdf3c429c892641865a1bd2b143fea_737_179.tif,Anormal
f1662645f23a20ea9806ca8c6d655fba_692_563.tif,Anormal
dbf4ff8985d6e352b46cd8f42add72e8_634_404.tif,Anormal
9b77f6a1b82859bc68b26fae965564fa_207_292.tif,Anormal
ba9d94a8fdbaba01220db89cde170b24_884_543.tif,Anormal
ce433f891aafce35a31e058364a98194_536_834.tif,Anormal
4e36cfad62c065237107d1a0fe1abd9b_370_1197.tif,Anormal
5e5f9e511001c3ead65b7dc51897a1ba_527_819.tif,Anormal
c02c490c04b16068d3d7b0fad37c12e6_643_213.tif,Anormal
aab4785d3320a7fd40e5ec45caf36b72_571_832.tif,Anormal
19bdf3c429c892641865a1bd2b143fea_707_665.tif,Anormal
ba9d94a8fdbaba01220db89cde170b24_635_413.tif,Anormal
f29860b096765cfacea56a44c4fd805d_354_1121.tif,Anormal
ba9d94a8fdbaba01220db89cde170b24_137_758.tif,Anormal
05481195119c8cfb884bf1462b53b004_263_394.tif,Anormal
ba9d94a8fdbaba01220db89cde170b24_327_874.tif,Anormal
05481195119c8cfb884bf1462b53b004_740_419.tif,Anormal
f29860b096765cfacea56a44c4fd805d_537_817.tif,Anormal
05481195119c8cfb884bf1462b53b004_710_188.tif,Anormal
c9b3f954a9d1e35591818b6c493facb9_62_359.tif,Anormal
f29860b096765cfacea56a44c4fd805d_844_756.tif,Anormal
408929e7f250196167bf4418c08fd999_334_669.tif,Anormal
610487e58f3868cabe7aac6b0d327a39_494_694.tif,Anormal
ec342d2fc5da33cd79e9c1e3c507778e_290_504.tif,Anormal
66ac6258c1215e76435accb18ec68f08_663_1027.tif,Anormal
dbf4ff8985d6e352b46cd8f42add72e8_557_742.tif,Anormal
ce433f891aafce35a31e058364a98194_626_801.tif,Anormal
424a7ee29385c53e950de973f411a30c_626_142.tif,Anormal
610487e58f3868cabe7aac6b0d327a39_590_833.tif,Anormal
1208a64963167c6b7d56a072f8b8ee1a_285_595.tif,Anormal
f29860b096765cfacea56a44c4fd805d_534_1139.tif,Anormal
f29860b096765cfacea56a44c4fd805d_740_534.tif,Anormal
4e36cfad62c065237107d1a0fe1abd9b_452_629.tif,Anormal
19bdf3c429c892641865a1bd2b143fea_374_585.tif,Anormal
ba9d94a8fdbaba01220db89cde170b24_550_659.tif,Anormal
83685961615806fbb89a8788aa117f05_228_1089.tif,Anormal
19bdf3c429c892641865a1bd2b143fea_326_515.tif,Anormal
ee5338ab73b4db0c88f9e9dc98aca68e_700_1224.tif,Anormal
f1662645f23a20ea9806ca8c6d655fba_507_443.tif,Anormal
c02c490c04b16068d3d7b0fad37c12e6_634_626.tif,Anormal
19bdf3c429c892641865a1bd2b143fea_442_695.tif,Anormal
5e0c3876e86a354de6847e17b71133a4_688_860.tif,Anormal
18f547031e43fa4fa11c2ceb03d1aaaa_576_455.tif,Anormal
ba9d94a8fdbaba01220db89cde170b24_671_363.tif,Anormal
19bdf3c429c892641865a1bd2b143fea_613_975.tif,Anormal
5e0c3876e86a354de6847e17b71133a4_668_504.tif,Anormal
66ac6258c1215e76435accb18ec68f08_877_349.tif,Anormal
c02c490c04b16068d3d7b0fad37c12e6_55_649.tif,Anormal
c02c490c04b16068d3d7b0fad37c12e6_273_1247.tif,Anormal
424a7ee29385c53e950de973f411a30c_143_162.tif,Anormal
05481195119c8cfb884bf1462b53b004_343_175.tif,Anormal
6bb20c67c4013e8805d0f64315b9bcb1_748_1215.tif,Anormal
5e0c3876e86a354de6847e17b71133a4_550_824.tif,Anormal
ce433f891aafce35a31e058364a98194_937_854.tif,Anormal
f29860b096765cfacea56a44c4fd805d_450_1014.tif,Anormal
458d0586e1dc5d723b54924fa1a75ab1_261_431.tif,Anormal
1a1319ef78624dc20d4a43cadde1da01_376_704.tif,Anormal
5e5f9e511001c3ead65b7dc51897a1ba_575_1175.tif,Anormal
de81ced6d8b99536da382f09b4290d70_571_90.tif,Anormal
dbf4ff8985d6e352b46cd8f42add72e8_707_1194.tif,Anormal
83685961615806fbb89a8788aa117f05_728_939.tif,Anormal
408929e7f250196167bf4418c08fd999_346_645.tif,Anormal
83685961615806fbb89a8788aa117f05_778_927.tif,Anormal
1208a64963167c6b7d56a072f8b8ee1a_370_290.tif,Anormal
5e0c3876e86a354de6847e17b71133a4_649_581.tif,Anormal
1a1319ef78624dc20d4a43cadde1da01_753_695.tif,Anormal
1289c47c9a950b25edd26d3cfe27dc6a_194_436.tif,Anormal
dbf4ff8985d6e352b46cd8f42add72e8_558_1090.tif,Anormal
83685961615806fbb89a8788aa117f05_760_882.tif,Anormal
83685961615806fbb89a8788aa117f05_561_1161.tif,Anormal
6335a5572eb69c87a905e2086964b929_715_518.tif,Anormal
4e36cfad62c065237107d1a0fe1abd9b_383_825.tif,Anormal
408929e7f250196167bf4418c08fd999_781_1212.tif,Anormal
02c7fb946ad5c5e5f9c1e1178c21fc92_509_1095.tif,Anormal
ba9d94a8fdbaba01220db89cde170b24_554_537.tif,Anormal
18f547031e43fa4fa11c2ceb03d1aaaa_466_1180.tif,Anormal
c9b3f954a9d1e35591818b6c493facb9_278_840.tif,Anormal
1a1319ef78624dc20d4a43cadde1da01_513_435.tif,Anormal
5e5f9e511001c3ead65b7dc51897a1ba_306_246.tif,Anormal
610487e58f3868cabe7aac6b0d327a39_580_610.tif,Anormal
4e36cfad62c065237107d1a0fe1abd9b_442_605.tif,Anormal
83685961615806fbb89a8788aa117f05_794_920.tif,Anormal
408929e7f250196167bf4418c08fd999_844_1225.tif,Anormal
408929e7f250196167bf4418c08fd999_138_22.tif,Anormal
f1662645f23a20ea9806ca8c6d655fba_654_1095.tif,Anormal
424a7ee29385c53e950de973f411a30c_966_285.tif,Anormal
1a1319ef78624dc20d4a43cadde1da01_243_659.tif,Anormal
ec342d2fc5da33cd79e9c1e3c507778e_665_554.tif,Anormal
f1662645f23a20ea9806ca8c6d655fba_615_358.tif,Anormal
458d0586e1dc5d723b54924fa1a75ab1_488_414.tif,Anormal
4fb1ebbd1adb2da024ffe2394c1712c9_399_326.tif,Anormal
408929e7f250196167bf4418c08fd999_587_594.tif,Anormal
05481195119c8cfb884bf1462b53b004_779_263.tif,Anormal
ba9d94a8fdbaba01220db89cde170b24_874_413.tif,Anormal
5e0c3876e86a354de6847e17b71133a4_424_989.tif,Anormal
18f547031e43fa4fa11c2ceb03d1aaaa_451_804.tif,Anormal
dbf4ff8985d6e352b46cd8f42add72e8_749_975.tif,Anormal
dbf4ff8985d6e352b46cd8f42add72e8_632_487.tif,Anormal
19bdf3c429c892641865a1bd2b143fea_568_615.tif,Anormal
5e0c3876e86a354de6847e17b71133a4_557_509.tif,Anormal
ce433f891aafce35a31e058364a98194_494_773.tif,Anormal
83685961615806fbb89a8788aa117f05_842_758.tif,Anormal
5e5f9e511001c3ead65b7dc51897a1ba_198_612.tif,Anormal
18f547031e43fa4fa11c2ceb03d1aaaa_636_527.tif,Anormal
1a1319ef78624dc20d4a43cadde1da01_659_1033.tif,Anormal
66ac6258c1215e76435accb18ec68f08_624_462.tif,Anormal
f29860b096765cfacea56a44c4fd805d_204_918.tif,Anormal
05481195119c8cfb884bf1462b53b004_321_175.tif,Anormal
28d57ea979962b5e05639ed582021cdd_774_684.tif,Anormal
424a7ee29385c53e950de973f411a30c_497_857.tif,Anormal
c02c490c04b16068d3d7b0fad37c12e6_713_486.tif,Anormal
ba9d94a8fdbaba01220db89cde170b24_143_650.tif,Anormal
5e5f9e511001c3ead65b7dc51897a1ba_93_1107.tif,Anormal
4e36cfad62c065237107d1a0fe1abd9b_356_720.tif,Anormal
1a1319ef78624dc20d4a43cadde1da01_497_779.tif,Anormal
4bdf1fe55c86e3fd82c022a744de5958_841_860.tif,Anormal
83685961615806fbb89a8788aa117f05_624_996.tif,Anormal
ce433f891aafce35a31e058364a98194_180_588.tif,Anormal
9b77f6a1b82859bc68b26fae965564fa_678_622.tif,Anormal
3831ee45ac7b7283b9becaa7116d8f33_440_1118.tif,Anormal
ba9d94a8fdbaba01220db89cde170b24_332_920.tif,Anormal
6335a5572eb69c87a905e2086964b929_664_730.tif,Anormal
83685961615806fbb89a8788aa117f05_893_1004.tif,Anormal
c02c490c04b16068d3d7b0fad37c12e6_14_521.tif,Anormal
18f547031e43fa4fa11c2ceb03d1aaaa_588_552.tif,Anormal
19bdf3c429c892641865a1bd2b143fea_562_663.tif,Anormal
6bb20c67c4013e8805d0f64315b9bcb1_661_720.tif,Anormal
3831ee45ac7b7283b9becaa7116d8f33_409_1044.tif,Anormal
ce433f891aafce35a31e058364a98194_686_740.tif,Anormal
3831ee45ac7b7283b9becaa7116d8f33_161_744.tif,Anormal
62b10ef656ce919574d9479871af5aee_219_342.tif,Anormal
458d0586e1dc5d723b54924fa1a75ab1_500_959.tif,Anormal
05481195119c8cfb884bf1462b53b004_664_183.tif,Anormal
62b10ef656ce919574d9479871af5aee_459_549.tif,Anormal
f1662645f23a20ea9806ca8c6d655fba_464_352.tif,Anormal
4e36cfad62c065237107d1a0fe1abd9b_506_249.tif,Anormal
28d57ea979962b5e05639ed582021cdd_755_770.tif,Anormal
66ac6258c1215e76435accb18ec68f08_493_1148.tif,Anormal
ba9d94a8fdbaba01220db89cde170b24_461_912.tif,Anormal
1a1319ef78624dc20d4a43cadde1da01_556_625.tif,Anormal
28d57ea979962b5e05639ed582021cdd_954_965.tif,Anormal
ba9d94a8fdbaba01220db89cde170b24_687_504.tif,Anormal
19bdf3c429c892641865a1bd2b143fea_260_306.tif,Anormal
610487e58f3868cabe7aac6b0d327a39_568_568.tif,Anormal
3831ee45ac7b7283b9becaa7116d8f33_113_963.tif,Anormal
05481195119c8cfb884bf1462b53b004_791_325.tif,Anormal
6bb20c67c4013e8805d0f64315b9bcb1_901_922.tif,Anormal
1a1319ef78624dc20d4a43cadde1da01_170_688.tif,Anormal
5e0c3876e86a354de6847e17b71133a4_353_467.tif,Anormal
3831ee45ac7b7283b9becaa7116d8f33_257_809.tif,Anormal
05481195119c8cfb884bf1462b53b004_776_542.tif,Anormal
f29860b096765cfacea56a44c4fd805d_333_1152.tif,Anormal
1a1319ef78624dc20d4a43cadde1da01_560_1058.tif,Anormal
